,0
5122,어머나 하나씩 쏙쏙 꺼내 사용하기도 좋구 너무 편하고 좋으네다음엔 요걸로 바꿔 사용에 봐야겠다는~
5123,울 엄마네도 드럼 쓰시는데 세제를 좀 바꿔보라고 권유해봐야겠어요
5124,이거 너무 편리해 보이는데요. ^^ 그래도 아이들 손에 닿지 않는 곳에 잘 둬야 겠죠? 향 완전 궁금합니다. 구입 고고씽 해야겠어요
5125,캡슐이라 너무 간편하게 사용이 가능할것 같은걸
5126,저거저거 진짜 진짜 짱맛이에요 우리가족 최애등극! 꼭 살거에요
5127,크- 벌써 아시는 분들 많네요 저 첨 먹어보고 완전 놀랐잖아요가격도 이번에 완전 착해요 기대해주세요
5128,댓글보니 엄청 맛나나 보네요 ㅎㅎㅎ
5129,방문하고갈게영 ㅎㅎ
5130,봄봄봄이에요옹
5131,스모어오갓멜로!!!!!!!! 우와아아냉동실에서 막꺼내 그냥먹는거랑 전자렌지 5초? 7초? 정도 돌려먹는거랑 또다른맛이에요. jmt이에요!!!피어싱은 귀걸이형피어싱으로도 착용되나요?귀걸이바 두께랑 동일해서 귀걸이용뚫은곳에 착용하는거요~~
5132,잘보구가요~~봄봄 이오는거같아요~
5133,"안녕하세요~ ㅎ 
꾸준히 포스팅 구경 오겠습니당 ^0^
공감과 소통으로 사이좋은 이웃 되고 싶어요 ㅋ"
5134,꼼꼼한 포스팅 잘보았습니다.하트 꾹 누르고 갑니다오늘 하루도 마무리 잘하세요!!!
5135,"핑크파르페님 서로이웃 신청드립니다 ㅎ
외롭게 블로그 운영하다보니 
사람이 그리워서
끌리는 블로거 분들께 서로이웃 신청 중이에요 : )"
5136,파르페님 잘 보구 갑니다^^♡
5137,블로그 잘보고갑니당  날씨가 많이 추워요 따듯하게 입고 다니시고 코로나 감기  조심하세요🥰
5138,만초바 스프레이오일은 언제 또 진행하실까요~??
5139,포스팅 잘보고 갑니다
5140,지나가다가 발길이 끌려 댓글남기고갑니다
5141,힐티님 안녕하세요! 멋진글 잘 봤습니다.
5142,캡슐세제가 참 예쁘네요다음에 요걸로 주문하고 싶네요
5143,세제가 너무 예뽀요!진짜 여름이라선지 수건 냄새가 ㅠㅠㅠㅠㅠ저도 써봐야겠어요~
5144,어머 세제가 이렇게 예쁠일인가요ㅋ 저도 애들 옷 같이 빨면서 이런저런 걱정 많은데이번에 쓰는거 바닥인데 다쓰면 살림백서껄로 바꿔써야겠어요
5145,오예~~~ 좋은 세제 쓰쟈앙 ㅋ 향기도 아주 굿뜨~~~~^^
5146,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 깊게 생각해봄~
5147,"독일제품이라니 함 찾아봐야겠네요, 캡슐세제 진짜 편하고 좋아요~~!!"
5148,이불 줄무늬가 기엽따???
5149,잘 읽었어요!
5150,헐 그냥 넣기만하면 알아서 녹는건가요??
5151,웅 넣구 세탁기 돌리면 땡!
5152,저도 지인 추천으로 이제품 사용중인데 아주 만족합니다^^
5153,캡슐세제 정말편해요 ㅎㅎ
5154,왠일이야. 정말 사탕같은데.. 쓴맛코팅.... 대박..이중으로 락된것도 신박하다했는데....와.. 좋네요
5155,이렇게나오는게 관리하기더깔끔해서좋네여
5156,캡슐세제 너무 편하고 좋아요!
5157,"오!!캡슐세제라니,써봐야겠어요!! 편해보이는🤔"
5158,우리집 캡슐세제 너무 좋은 정보네요잘보고 항상 맘을 전하고 다녀갑니다
5159,오...이런것도 있네요근데 너무 맛있게 생겼어요ㅋㅋ
5160,22년들어 첫 불금이네요오늘도 화이팅 하시고행복한 🔥금 보내세요 ^^
5161,좋은 정보 잘 보고 갑니다!!^^ 한번써 봐야겠네요.
5162,요즘 캡슐세제가 잘나오고 너무 예쁘더라구요!!세제마저도 예쁘게 만들어버리는 ㅠㅠ
5163,캡슐세제~ 일반 액상세제보다 사용하기 완전 편하겠는데요. 성분도 착하구요. 좋은 제품 알려주셔서 감사해요~
5164,좋은 글 잘보고갑니다. 수고하세요
5165,저두 써봤는데 캡슐세제 진짜 간편하고 좋더라구요!!👍
5166,캡슐세제 편하고 안전해보이네요이제 저도 캡슐세제로 갈아탈까봐요^^
5167,다른 세제 다 써봤는데 캡슐세제는 아직 못 써봤어요. 얼마 넣어야 하나 매번 고민인데 쉽게 빨래하기 좋네요. ^^
5168,안녕하세요☃ 우와 잘보고가용!자주 소통해용 !!  2020년 마무리 잘하시고 자주 소통하고 제 블.로.그 놀러오세요^^!
5169,세제 섬유유연제 둘다 안넣고 캡슐만넣나오?
5170,와 저도 딱보자마자 옷에물드는거아닌가?생각했어요ㅋㅋ간편하고 편리하네요+_+
5171,저도 그랬는데 사용해보니 물들지 않아요 네 정말 편리해요 ^^
5172,세탁세제가 이렇기 키치하고 이쁠 일인가요... 뭔가 미드 여주가 혼자 독립하고 빨래란걸 처음해볼 때 그나마 재일 이쁘게 생긴 세제라며 쓸법한비주얼이네요ㅋㅋㅋ
5173,캬아......댓글 읽자마자 금발이 너무해 리즈 위더스푼이 떠오르네요 ㅋㅋㅋ 아마도 이런 주인공이 사용할 것 같은 세제기 ^^
5174,그냥 저대로 넣으면 끝이에요??? 대박ㅋㅋㅋㅋㅋㅋㅋ
5175,가격문의드려요 ~
5176,가격이요
5177,명절선물로 캡슐세제 오늘하루만 반짝공구 진행드려요. https://ksooyeul.blog.me/221776532906
5178,워~ 요 작은 하나가 7kg 라고 한다믄난 세제를 많이 쓰는 편인가;;;;;;;급 반성도 하게 되네요
5179,저 매번 ㅋㅋㅋㅋ 세제 넣다가 ㅋㅋ 맨날 여기저기 흘리고 난리도 아닌데캡슐 세제라 세제 투입구가 굉장히 깨끗할거같아요~!
5180,ㅎㅎ와우 진짜신기하네요 !요런것도나오다니 신기해서 써보고싶어요 세탁기가 깔꼼해질것갇은데요?^^
5181,한개로 7kg이나 되다니!!작은 캡슐~요거 하나 툭고 세탁하면 되겟어요 ㅋㅋ
5182,캡슐하나로 빨래가 엄청 편해졌네요~ 세탁담당인 신랑이 엄청 좋아하겠어요ㅎㅎ
5183,와~~캡슐하나면  세탁이 되니 넘편하네요~~♡세탁기주변도 깨끗하게사용할수있어서 좋은것 같아요
5184,계량도 필요없고 정말 하나 툭 먼저 던져넣으면 된다니 편하겠네요 참말~~
5185,"글 잘보고 갑니다,,  ^^"
5186,와 요고 참 좋은데요~~~~~울집도 다 쓰고 캡슐세제로 쓸래요
5187,저도 처음 보는 브랜드인데 전통있네요 +_+요즘 여행 많이 가는데 가지고 다니면서 코인세탁 하기도 좋구여 ㅋㅋ
5188,캡슐세제 쏙 넣기도 진짜 간편해보이네요 한번도 안써봤는뎁 요걸로 써봐야겠어요
5189,"오,,, 잇님. 이거는 아이들 손에 닿을거 대비 안전하게정말 잘 신경쓴것같네요 *.* 불검출제품이기도 하고 ㅠㅠ 요기한번 봐야겠어요. 그나저나 잇님ㅎㅎ세탁기동영상 짱이예윸ㅋㅋㅋㅋㅋ🤭 💓💓💓♥️"
5190,사용이 정말 간편해 보이는 제품인걸요가루타입보다 훨씬 편하게 사용하기 좋아보여요!!
5191,핫...배고팠나봐요...사탕으로 보고 들어온 1인 ㅎㅎ세제가 저렇게 영롱하다니요😆😆😆
5192,6배 초고농축에 고체세지라니 ㅋㅋㅋ 완전 탐나요 ㅋㅋㅋ 충동구매욕이 ❤👍
5193,재미있게 잘 읽고 가요~~!! 좋은 하루 되세용
5194,좋은 정보네요반가워요!
5195,"유익한 글 잘 보고 들렸다 갑니다~~~
또 들리겠습니다^^
코로나 조심하세요"
5196,포스팅해주셔서 잘 보고 갑니다
5197,행복바이러스님 어느새 2020년이 시작되었네요~ 새해에도 하고자 하시는일 모두 이루시고 건강하고 행복한 한해보내세용^^ 그리고 틈틈히 놀러올께요~
5198,잘보고갑니다:)
5199,좋은 내용 잘 보고 갑니다! :)
5200,괜찮아유~ 좋아요~
5201,우왕 넘나 신기해요 캡슐세제라니!!처음보는데요? 모양이 젤리같으면서도 색도이쁘네요 ><옷이며 루키의 흔적이며~~ 다 깔끔하게 세탁되고 나중에 저도 써봐야겠어요 ㅎㅎ
5202,엄머 ㅎㅎ 요런 세제는 완전 처음봐요꼭 장난감같기도 하고 간식 젤리같기도 하고 신기하네요
5203,신기하구만ㅎㅎ난 건조기가 갖고싶은 1인^    ^
5204,오 간편하게 넣고 사용하면 되니 편해보이는데용 ㅎㅎ
5205,간편하네요 ㅎ 캡슐은 아이들 손에 절대 안닿을곳에 놔야겠네요~~~드라이시트 휴대에 용이한것같아요 좋은 정보 감사합니다
5206,포스팅 잘 보고 갑니다~좋은 하루 되세요^^
5207,세제양 꼭 맞추기 너무 힘들던데요런 신박한 아이템이 있었데요?캡슐세제 다음엔 저도 이 곳에서 구입해야겠어요.여기가 젤 싼가보네요
5208,시트세제는 모에요!우왁전 코코 캡슐세제 쓰는데 요거도 써보고 싶네오
5209,향이 어떤가요?
5210,신기해요
5211,공구 또 안하나요?
5212,감사해요~^^덕분에 구매했어요
5213,공구 또 안하나요?
5214,네 ㅜ 당분간 일정 없어용 ㅜ
5215,좋은 내용 잘 봤어요들렸다 갑니다 답방도 언젠가 한 번^^~
5216,저도 캡슐세제쓰고 있는데 은은한 라벤더향이라 좋네요~~
5217,그쵸그쵸 은은하게 올라오는 라벤더향 +_+ 전 캡슐세제 처음 써봤는데 진짜 너무 간편해서 왜 이제 알았을까 싶었어요 ㅠㅠ
5218,저도 이거 쓰는데 만족중이에요 ㅎㅎ
5219,오오 웰시님도 요거 쓰시는군요~ 저는 이번에 처음 사용해봤는데 앞으로 쭈욱 쓸것 같아요 완전 편해요 ㅠ_ㅠ
5220,우앗 저도 요거 한번 사용 해바야겠어용 >.<!
5221,ㅎㅎ 요거 진짜 넘 편하더라구요 +_+ 그냥 빨래 밑에다 1~2개 쏙 넣어버리면 끝 +_+ ㅋㅋㅋㅋㅋ생각보다 진짜 빨래가 좀 환해진것도 같고 은은히 올라오는 라벤더향도 좋았어요
5222,캡슐세제는 한번도 안써봤는데 이렇게 보니까엄청 편해 보이네요😆
5223,그쵸 ㅋㅋㅋ 저도 처음이었는데 생각보다 너무 편했어요 ㅎㅎㅎ 세탁기 있는 베란다가 좀 추워서 거기 서서 세제 계량하고 있는거 너무 싫었는데 ㅋㅋ 요건 그냥 툭 던져놓고 후다닥 돌리고 나오면 되서 ㅎㅎㅎㅎ 편하더라구요
5224,이렇게 캡슝로 나오더라구요!!! 저는 아직 한번도 사용못해본...😅
5225,ㅎㅎㅎ 너무 신기해요 캡슐 껍데기 어떻게해? 햇는데 그것도 녹아서 없어진다고 하니깐 ㅋㅋㅋㅋㅋ 편하고 꽤 괜찮은 제품인거 같아요
5226,엄머 저 캡슐커피는 알아도 캡슐세제는 첨이예요!한번 써보고 싶어 지는걸요😊😃
5227,ㅎㅎㅎ 저도 캡슐세제는 처음이었는데 생각보다 너무 편하고 꽤 괜찮아서 계속 사용하게 될것 같더라구요 ㅎㅎㅎ
5228,오 캡슐세제 들어만봤는데 직접보니 더 편리해보이는데요ㅎㅎㅎㅎ 저도 한번써봐야겠어요
5229,ㅎㅎ 그쵸 진짜 생각외로 엄청 편리하고 빨래 후 만족도도 나쁘지 않아서 놀랐던 제품이예요 ㅎㅎ
5230,오 신기해라 하나씩 캡슐로 되어있어서 쓰기 간편하겠어요!!! +_+ 저도 이번에 세제 다쓰믄 구매생각해봐여겠네요
5231,ㅎㅎㅎ 그쵸 진짜 간편 그자체 +_+ 세제 쓰시던거 다 쓰시면 요거 한번 사용해보세용 ㅎㅎㅎㅎ
5232,저는 이번에 액체세제로 바꿨는데 정말 그것마저도 귀찮더라구요 ㅠㅋㅋ다음에 잇님 바꾸신걸로 한번 사용해 봐야겠어요~
5233,ㅋㅋㅋ 그쵸 저도 액체세제....은근 귀찮... 빨래 무게도 잘 모르겠고 ㅋㅋㅋ 뚜껑에 계량 너무 귀찮고 꼭 계량 후에 세제칸에 넣다가 삐끗해요 자꾸 ㅋㅋㅋ ㅠㅠㅠㅠㅠㅠ
5234,캡슐형이라 너무 편리해보이는걸요? 젤리같기도 하고 ㅋㅋ 신기방기해요 !!
5235,ㅎㅎㅎ 그쵸 ㅋㅋ 진짜 젤리 같은 느낌 ㅎㅎㅎ 이거 뜯었더니 자꾸 손으로 만져보게 되는거 있죠 ㅋㅋㅋ 뭔가 탱글 부들 물컹 재미나요 ㅋㅋㅋㅋㅋㅋㅋ
5236,요즘 이런 캡슐형 제품 많이 쓰시는것 같아요~저도 캡슐 제품 써봤는데 아직은 그냥 세제통에 채워서 쓰는 액체형을 쓰고 있네요 ㅎㅎㅎ다 쓰면 요거 다시 알아볼까봐요~
5237,ㅎㅎㅎ 저도 계속 액체형 쓰고 있었는데 이번에 기회가 되서 캡슐 써봤어요근데 생각보다 너무 편하더라구요 그냥 톡 던지면 끝이라니 +_+ ㅋㅋㅋㅋㅋ 근데 톡 던지고 신나서 이번에는 섬유유연제 넣는걸 까먹은거 있죠 ㅋㅋㅋㅋㅋㅋ
5238,안녕하세요?지난해는 코로나로 모든 것이 부자유스러웠습니다.올해는 모든일이 평화로웠으면 좋겟습니다.기쁨과 행복과 평화가 넘치는 한해가 되기를 하시는 모든일들이 다 잘되는 한해가 되기를 바랍니다
5239,오늘도 들려주셔서 너무 감사합니다^^
5240,캡슐형 진짜 편하죠!~저도 무궁화 빨랫비누 생각나는데..그회사에서 나온 거였네요^^우리나라제품..이니 다음에는 요거 한번 써봐야겠어요^^
5241,ㅋㅋㅋㅋㅋ 무궁화가 빨랫비누가 워낙 유명했던지라 ㅋㅋ 거의 거기꺼밖에 없지 않았나 싶어요 ㅋㅋ 워낙 어릴때가 기억이 가물가물 ㅎㅎㅎ  저 캡슐형 처음 써봤는데 신기하기도 하고 편해서 좋았어요 너무너무 ㅎㅎ
5242,으 맞아요 세탁세제 뚜껑에 담아서 넣기 은근 귀찮 ㅋㅋㅋㅋ 이건 캡슐만 딱 넣어주면 되는군요!! 드럼만 사용가능할줄 알았는데 통돌이도 사용가능하다니 넘 좋네요!!
5243,ㅋㅋㅋ 그쵸 저는 이상하게 세제 넣을때만 똥손이 되는지 세제칸에 붓다가 꼭 옆으로 튀거나 흘려요 ㅠ_ㅠ 훌쩍 ㅋㅋㅋㅋㅋ
5244,캡슐형이라 깔끔하고 간편하게 사용가능하면서도기능성 성분은 많이 들어있구 안좋은 성분은 없어서지금 쓰는 거 다쓰면 사봐야겠어요👍
5245,ㅎㅎ 그쵸 진짜 성분도 좋고 캡슐형이라 간편해서 주변에 마구마구 추천해드려도 괜찮을 것 같았어용 ㅎㅎㅎ
5246,애기 세제도 요렇게 캡슐 있었으면좋겠어요 ㅋㅋㅋ묽어서 콸콸쏟아져서요
5247,ㅎㅎㅎ 그러게요 아기 세제도 요렇게 있음 넘 좋을 것 같아요 ㅠㅠ 애들 빨래는 더 많이 나오던데 ㅠ_ㅠ
5248,좋아하는 집안일~ 나도 한때는 재미있게 했던거 같은데요즘은 왜케 귀찮은거여 ㅋㅋㅋㅋ대신 해줬으면 좋겠당 ㅋㅋㅋㅋㅋㅋ캡슐세탁세제 관리도 편하긋다
5249,캡슐세제 넘 이쁘게 생긴거 아니가~캡슐세제 써보니깐 확실히 편하고 좋드라양조절도 쉽고~~~집들이선물로 챙겨주기에도 딱이네
5250,요즘 캡슐세제가 유행인데 요건 선물하기 좋게 이쁘기까지 +_+좋은향이 들 것만 같아유 ❤️
5251,세제가 쓰기 아까울 정도로 과하게 이쁘네요 ㅋㅋ액체는 늘 양을 조절 못해서 문제인데요건 하나 툭 넣으면 되니까 편할것 같아요~다음달에 신혼부부집에 집들이 가는데 선물해봐야겠어용 ㅎㅎ
5252,"나도 캡슐로 한번 쓰니깐 너무 편하고, 자리도 차지안하고 내 팔목안아퍼서 너무 좋더라 ㅠㅠ근데 너무 이뻐서 더 좋다 ㅋㅋ 나도 누가 선물해줌 좋겠다"
5253,글잘보고 갑니당^^
5254,어머 캡슐세제가 이렇게 귀엽게 나와도되나요?!간편하게 사용하기 정말 좋아보여요!!
5255,왐마 너무 귀엽당~~간편하게 사용하기도 너무 귀엽고~세탁실 분위기도 한껏 사는데~우리집 우중충한 ㅅㅔ탁실 분위기 살듯 ㅎㅎㅎㅎ캡슐세제라 세탁기 세제통 청소 따로 안해줘도 되고 좋다~~
5256,"세탁에 섬유보호 향기까지~~이모든걸 갖춘세제라니 요래이뻐도 되는거예요?~^,^♡요번에 바꿔 써보고 싶은데요~"
5257,이거 완전 간편한데요 ㅎㅎ 하나만 쏘옥 던져주면 끝 !!
5258,진짜 편해요 ㅎㅎ 그러나 향기는 정말 너무 너무 좋아요~❤️
5259,향기도 좋고 세정력도 좋고 안전하고 편리하기까지..완전최고!
5260,너무 예뻐서 아이들이 먹으면 큰일나는데 안전하게 포장되어 있어요^^ 안심~
5261,ㅋㅋㅋㅋㅋㅋ색이 넘 예뻐서 사탕인줄....ㅋㅋㅋ봐도봐도 색아 넘 예뻐요.. 소장하고 싶다 ㅋㅋㅋㅋ세제가 왤케 예쁘담요ㅠㅠ
5262,우와 터쳐서넣는줄알았는데 그냥넣는건가봐요
5263,행복한 하루되세요
5264,콩순이님 행복가득한 하루 되세요 ^^
5265,전 브리오신꺼 썼는데 이것두 써봐야겠어요~^^
5266,브리오도 유명하잖아요~~^^저도 브리오꺼도 써봐야겠네요!
5267,완전 사랑하는 제품!
5268,맞아요~~~저도 넘 맘에 들어서 요즘 애정하는 제품이에요! ^^
